,Hospital,City,State,ZIP Code,Score,Score URL
1448,Hunt Regional Medical Center,Greenville,TX,75401-7899,46.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1449,Kingwood Medical Center,Kingwood,TX,77339,46.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1450,St. Luke's The Woodlands Hospital,The Woodlands,TX,77384-8007,46.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1451,Texas Health Huguley Hospital,Burleson,TX,76028-7021,46.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1452,Conroe Regional Medical Center,Conroe,TX,77304,45.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1453,Providence Memorial Hospital,El Paso,TX,79902-3368,45.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1454,Baylor Scott and White Medical Center - Waxahachie,Waxahachie,TX,75165,45.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
1455,Laredo Medical Center,Laredo,TX,78041-5474,45.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1456,Texoma Medical Center,Denison,TX,75020-4584,45.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1457,Hendrick Medical Center,Abilene,TX,79601-2432,45.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1458,Methodist Stone Oak Hospital,San Antonio,TX,78258-4347,45.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1459,Las Palmas Medical Center,El Paso,TX,79902-3591,45.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1460,Texas Health Presbyterian Hospital of Plano,Plano,TX,75093-8185,44.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1461,Texas Health Harris Methodist Hospital H-E-B,Bedford,TX,76022-6913,44.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"" prefix=""\00ab\"
1462,Harlingen Medical Center,Harlingen,TX,78550-3213,44.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1463,Corpus Christi Medical Center,Corpus Christi,TX,78411-1883,44.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1464,Citizens Medical Center,Victoria,TX,77901-5749,43.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1465,Northwest Texas Healthcare System,Amarillo,TX,79106-1770,43.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1466,Baylor Medical Center Fort Worth,Fort Worth,TX,76104-4192,43.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"" p"
1467,Valley Baptist Medical Center - Harlingen,Harlingen,TX,78550-8307,43.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1468,Hospitals of Providence Sierra Campus,El Paso,TX,79902-5005,43.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1469,Midland Memorial Hospital,Midland,TX,79701-6499,43.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1470,Peterson Regional Medical Center,Kerrville,TX,78028-6085,43.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1471,Baylor Medical Center at McKinney,McKinney,TX,75071-7822,42.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1472,Longview Regional Medical Center,Longview,TX,75605-5191,42.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1473,CHI St. Joseph Regional Health Center,Bryan,TX,77802-2599,41.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1474,DeTar Healthcare System-Victoria,Victoria,TX,77901-6060,41.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1475,Methodist Richardson Medical Center,Richardson,TX,75082-3561,41.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
1476,Houston Medical Center,Houston,TX,77082-2499,39.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
1477,Lake Pointe Medical Center,Rowlett,TX,75088-4552,39.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1478,Houston Northwest Medical Center,Houston,TX,77090-3402,39.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1479,CHI St. Luke's Health Memorial Lufkin,Lufkin,TX,75904-3357,39.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1480,CHRISTUS Spohn Hospital,Corpus Christi,TX,78404,38.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"" pr"
1481,City Hospital at White Rock,Dallas,TX,75218-3694,38.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
1482,Woodland Heights Medical Center,Lufkin,TX,75904-3157,38.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1483,Wadley Regional Medical Center,Texarkana,TX,75501-5170,37.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1484,Tomball Regional Medical Center,Tomball,TX,77375-6445,37.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1485,Methodist Charlton Medical Center,Dallas,TX,75237-3460,37.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1486,Metroplex Adventist Hospital,Killeen,TX,76549-4110,36.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1487,Medical City McKinney,McKinney,TX,75069-1650,35.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1488,Wise Regional Health System - East Campus,Decatur,TX,76234-3836,35.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
1489,Bayshore Medical Center,Pasadena,TX,77504-1202,34.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1490,Medical Center Hospital,Odessa,TX,79761-5059,33.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1491,Paris Regional Medical Center,Paris,TX,75460-9313,32.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1492,Baptist Hospitals of Southeast Texas,Beaumont,TX,77701-4689,31.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1493,North Hills Hospital,North Richland Hills,TX,76180-7399,31.6,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
1494,Ascension Providence Hospital,Waco,TX,76712-7998,31.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1495,Dallas Regional Medical Center,Mesquite,TX,75149-2433,30.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1496,CHRISTUS Santa Rosa Hospital,San Antonio,TX,78207-3108,29.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
1497,Hospitals of Providence East Campus,El Paso,TX,79938-2622,28.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
1498,East Texas Medical Center Athens,Athens,TX,75751-5610,26.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1499,Intermountain Medical Center,Murray,UT,84107-5701,73.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1500,Utah Valley Regional Medical Center,Provo,UT,84604-3337,64.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
1501,Dixie Regional Medical Center,Saint George,UT,84790-2123,61.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1502,McKay-Dee Hospital,Ogden,UT,84403-3195,61.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="
1503,University of Utah Hospital,Salt Lake City,UT,84132-0002,60.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1504,St. Mark's Hospital,Salt Lake City,UT,84124-1390,33.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
1505,University of Vermont Health Network Central Vermont Medical Center,Berlin,VT,05602-9516,62.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1506,University of Vermont Medical Center,Burlington,VT,05401-1473,60.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1507,Rutland Regional Medical Center,Rutland,VT,05701-4595,60.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1508,Centra Lynchburg General/Centra Virginia Baptist,Lynchburg,VA,24501-1109,67.7,/best-hospitals/area/co/national-jewish-health-6840315/pu
1509,Sentara RMH Medical Center,Harrisonburg,VA,22801-3293,66.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1510,Sentara Princess Anne Hospital,Virginia Beach,VA,23456-0178,66.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1511,University of Virginia Medical Center,Charlottesville,VA,22908-0001,65.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
1512,Carilion Roanoke Memorial Hospital,Roanoke,VA,24014-1838,63.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1513,Sentara Williamsburg Regional Medical Center,Williamsburg,VA,23188-5713,63.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1514,Sentara Martha Jefferson Hospital,Charlottesville,VA,22911-4668,63.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1515,Sentara Norfolk General Hospital,Norfolk,VA,23507-1904,62.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1516,Inova Loudoun Hospital,Leesburg,VA,20176-5101,61.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1517,Mary Washington Hospital,Fredericksburg,VA,22401-3354,60.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1518,Winchester Medical Center,Winchester,VA,22601-2808,59.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1519,VCU Medical Center,Richmond,VA,23298-5051,57.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"" pr"
1520,Sentara Leigh Hospital,Norfolk,VA,23502-3920,57.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1521,Bon Secours St. Francis Medical Center,Midlothian,VA,23114-3267,57.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
1522,Reston Hospital Center,Reston,VA,20190-3219,57.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1523,Inova Fair Oaks Hospital,Fairfax,VA,22033-1798,56.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1524,Bon Secours St. Mary's Hospital,Richmond,VA,23226-1907,55.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1525,Inova Fairfax Hospital,Falls Church,VA,22042-3300,54.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1526,Johnston Memorial Hospital,Abingdon,VA,24211-7659,54.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1527,Chippenham Hospital,Richmond,VA,23225-4044,54.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1528,Clinch Valley Medical Center,Richlands,VA,24641-2194,53.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1529,Virginia Hospital Center,Arlington,VA,22205-3698,52.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1530,Inova Alexandria Hospital,Alexandria,VA,22304-1535,52.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1531,Sentara Obici Hospital,Suffolk,VA,23434-8038,51.6,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1532,Augusta Health-Fishersville,Fishersville,VA,22939-2332,50.7,/best-hospitals/area/co/national-jewish-health-6840315/pul
1533,Chesapeake Regional Medical Center,Chesapeake,VA,23320-4941,50.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1534,Sentara Virginia Beach General Hospital,Virginia Beach,VA,23454-3002,49.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="
1535,Centra Southside Community Hospital,Farmville,VA,23901-1199,47.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1536,Riverside Regional Medical Center,Newport News,VA,23601-1929,45.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1537,Sentara CarePlex Hospital,Hampton,VA,23666-5963,45.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1538,Bon Secours Memorial Regional Medical Center,Mechanicsville,VA,23116-1844,44.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1539,Sentara Northern Virginia Medical Center,Woodbridge,VA,22191-3399,44.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="""
1540,Sentara Halifax Regional Hospital,South Boston,VA,24592-1638,43.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1541,Southside Regional Medical Center,Petersburg,VA,23805-9274,43.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1542,Inova Mount Vernon Hospital,Alexandria,VA,22306-3209,40.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
1543,Bon Secours Maryview Medical Center,Portsmouth,VA,23707-3270,36.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1544,Fauquier Hospital,Warrenton,VA,20186-3099,32.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
1545,Henrico Doctors' Hospital,Richmond,VA,23229-5205,31.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1546,Novant Health UVA Health System Culpeper Medical Center,Culpeper,VA,22701-3917,31.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1547,Lewis-Gale Medical Center,Boones Mill,VA,24065,30.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1548,Sovah Health-Danville,Danville,VA,24541-2922,27.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1549,UW Medicine-Harborview Medical Center,Seattle,WA,98104-2499,67.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1550,EvergreenHealth Medical Center,Kirkland,WA,98034-3013,67.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1551,Swedish/Issaquah,Issaquah,WA,98029-6201,66.8,/best-hospitals/area/co/national-jewish-health-6840315/pulm
1552,University of Washington Medical Center,Seattle,WA,98195-6151,66.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="
1553,Virginia Mason Hospital and Medical Center,Seattle,WA,98101-2756,65.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1554,PeaceHealth St. Joseph Medical Center,Bellingham,WA,98225-1851,61.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1555,Providence Sacred Heart Medical Center,Spokane,WA,99204-2364,61.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"" prefix=""\00ab\00"
1556,Swedish/First Hill,Seattle,WA,98122-4307,60.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1557,Allenmore Hospital/Tacoma General Hospital,Tacoma,WA,98405-4234,60.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1558,Legacy Salmon Creek Hospital,Vancouver,WA,98686-2742,59.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1559,UW Medicine-Valley Medical Center,Renton,WA,98055-5714,59.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1560,MultiCare Deaconess Hospital,Spokane,WA,99204-2803,59.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1561,Kadlec Regional Medical Center,Richland,WA,99352-3514,57.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1562,Overlake Medical Center,Bellevue,WA,98004-4604,56.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1563,Northwest Hospital and Medical Center,Seattle,WA,98133-8401,54.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
1564,Harrison Medical Center,Bremerton,WA,98310-4229,54.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1565,MultiCare Good Samaritan Hospital,Puyallup,WA,98372-3770,53.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1566,Providence St. Peter Hospital,Olympia,WA,98506-5166,53.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1567,Providence Regional Medical Center Everett,Everett,WA,98201-1665,53.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1568,Providence Holy Family Hospital,Spokane,WA,99208-1224,52.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1569,PeaceHealth Southwest Medical Center,Vancouver,WA,98664-3200,52.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1570,Highline Medical Center,Burien,WA,98166-3052,52.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1571,Skagit Valley Hospital,Mount Vernon,WA,98274-4126,51.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1572,Swedish/Edmonds,Edmonds,WA,98026-7506,51.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
